s6010,Movie,3 Heroines,Iman Brotoseno,"Reza Rahadian, Bunga Citra Lestari, Tara Basro, Chelsea Islan",Indonesia,"January 5, 2019",2016,TV-PG,124 min,"Dramas, International Movies, Sports Movies",Three Indonesian women break records by becoming the first of their nation to medal in archery at the Seoul Olympics in the summer of 1988.
s6011,Movie,3 Seconds Divorce,Shazia Javed,,Canada,"June 15, 2019",2018,TV-PG,53 min,"Documentaries, Faith & Spirituality","A Muslim women's activist group in India protests against oral divorces, starting a movement to reclaim their religious and constitutional rights."
s6012,Movie,30 Days of Luxury,Hani Hamdi,"Taher Farouz, Sad Al-Saghir, Ahmad Faloks, Soleiman Eid, Mahmood El-Laithi, Hesham Ismail, Shaima Saif, Nermin Maher, Sofinar",Egypt,"April 18, 2019",2016,TV-14,91 min,"Comedies, International Movies","With the help of his friends, a man breaks out of prison in hopes of restoring a lively nightclub."
s6013,Movie,30 Minutes or Less,Ruben Fleischer,"Jesse Eisenberg, Danny McBride, Aziz Ansari, Nick Swardson, Dilshad Vadsaria, Michael Peña, Bianca Kajlich, Fred Ward",United States,"January 1, 2021",2011,R,83 min,"Action & Adventure, Comedies",Two crooks planning a bank heist wind up abducting a pizza delivery driver and force him to commit the robbery — with a strict time limit.
s6014,Movie,300 Miles to Heaven,Maciej Dejczer,"Krzysztof Stroiński, Andrzej Mellin, Adrianna Biedrzyńska, Adrianna Biedrzyńska, Rafał Zimowski, Kama Kowalewska, Wiesław Komasa, Aleksander Bednarz, Jadwiga Jankowska-Cieslak, Wojciech Klata","Denmark, France, Poland","October 1, 2019",1989,TV-14,93 min,"Dramas, International Movies","Hoping to help their dissident parents, two brothers sneak out of Poland and land as refugees in Denmark, where they are prevented from returning home."
s6015,Movie,42 Grams,Jack C. Newell,Jake Bickelhaupt,United States,"February 1, 2018",2017,TV-MA,81 min,Documentaries,"After launching a successful underground restaurant out of their apartment, an ambitious chef and his wife open an all-consuming upscale eatery."
s6016,Movie,4th Man Out,Andrew Nackman,"Evan Todd, Parker Young, Chord Overstreet, Jon Gabrus, Kate Flannery, Brooke Dillman, Jennifer Damiano, Jordan Lane Price, Alex Rennie, Jake Epstein",United States,"May 5, 2016",2015,NR,86 min,"Comedies, LGBTQ Movies","A young mechanic comes out to his extremely straight best friends. Once they get used to the idea, they're determined to help him find the right guy."
s6017,Movie,5 Cowok Jagoan,Anggy Umbara,"Ario Bayu, Arifin Putra, Dwi Sasono, Muhadkly Acho, Cornelio Sunny, Tika Bravani, Nirina Zubir, Ganindra Bimo, Verdi Solaiman",,"January 5, 2019",2017,TV-MA,106 min,"Action & Adventure, Comedies, International Movies",Yanto asks his friends to help save a girlfriend who was kidnapped by a mobster. Silly slapstick and campy crimefighting ensues.
s6018,Movie,5 to 7,Victor Levin,"Anton Yelchin, Bérénice Marlohe, Olivia Thirlby, Lambert Wilson, Frank Langella, Glenn Close",United States,"March 16, 2017",2014,R,97 min,"Comedies, Dramas, Romantic Movies",A young novelist's life is turned upside down when a chance encounter outside a New York hotel leads to an intense affair with a diplomat's wife.
s6019,Movie,50 First Dates,Peter Segal,"Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin, Lusia Strus, Dan Aykroyd, Amy Hill, Allen Covert, Blake Clark, Maya Rudolph",United States,"December 1, 2020",2004,PG-13,99 min,"Comedies, Romantic Movies","After falling for a pretty art teacher who has no short-term memory, a marine veterinarian has to win her over again every single day."
s6020,Movie,50/50,Jonathan Levine,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard, Anjelica Huston, Serge Houde, Andrew Airlie, Matt Frewer, Philip Baker Hall, Marie Avgeropoulos, Jessica Parker Kennedy",United States,"June 1, 2019",2011,R,100 min,"Comedies, Dramas, Independent Movies",An otherwise healthy twentysomething has a comically early midlife crisis when he gets slapped with a cancer diagnosis and a 50-50 chance of survival.
s6021,Movie,5CM,Rizal Mantovani,"Herjunot Ali, Raline Shah, Fedi Nuril, Pevita Pearce, Saykoji, Denny Sumargo, Didi Petet, Firrina Sinatrya",Indonesia,"September 28, 2018",2012,TV-14,126 min,"Dramas, International Movies","Five friends embark on a mission to climb the highest peak in Java, overcoming obstacles on the way and discovering the true meaning of friendship."
s6022,Movie,6 Days,Toa Fraser,"Jamie Bell, Abbie Cornish, Mark Strong, Martin Shaw, Ben Turner, Aymen Hamdouchi, Tim Pigott-Smith, Robert Portal, Colin Garlick, Andrew Grainger, Martin Hancock, Emun Elliott","New Zealand, United Kingdom","February 8, 2018",2017,R,94 min,"Action & Adventure, Dramas, International Movies","When armed gunmen seize the Iranian Embassy in 1980, a tense six-day standoff ensues while elite British soldiers prepare for a dangerous raid."
s6023,Movie,6-5=2,Bharat Jain,"Prashantt Guptha, Gaurav Paswala, Gaurav Kothari, Disha Kapoor, Niharica Raizada, Ashrut Jain, Darshan Machamada",India,"November 1, 2017",2014,TV-MA,103 min,"Horror Movies, International Movies, Thrillers","Six friends decide to undertake a grueling mountain trek, only to find that the difficulties in store for them are not merely physical."
s6024,Movie,68 Kill,Trent Haaga,"Matthew Gray Gubler, AnnaLynne McCord, Alisha Boe, Sheila Vand, Sam Eidson, James Moses Black, Ajay Mehta, Michael Beasley, David Maldonado, Hallie Grace Bradley, Peter Jaymes Jr., Eric Podnar, Lucy Faust",United States,"September 1, 2019",2017,R,96 min,"Comedies, Independent Movies, Thrillers",A hapless guy agrees to help his stunning – but psychotic – girlfriend rob her loathsome sugar daddy in a scheme as ill-conceived as it is violent.
s6025,TV Show,7 (Seven),Nizar Shafi,"Rahman, Havish, Regina Cassandra, Nandita Swetha, Anisha Ambrose, Tridha Choudhury, Pujitha Ponnada, Aditi Arya",India,"July 30, 2019",2019,TV-14,1 Season,TV Shows,"Multiple women report their husbands as missing but when it appears they are looking for the same man, a police officer traces their cryptic connection."
s6026,Movie,7 Din Mohabbat In,"Meenu Gaur, Farjad Nabi","Mahira Khan, Sheheryar Munawar, Javed Sheikh, Hina Dilpazeer, Amna Ilyas, Mira Sethi, Rimal Ali, Salahuddin Tunio, Aamir Qureshi, Adnan Shah",Pakistan,"May 15, 2019",2018,TV-PG,137 min,"Comedies, International Movies, Music & Musicals","Given just seven days by a genie to find a girl who will fall for him, a nerdy young man embarks on a madcap and messy search for his would-be wife."
s6027,TV Show,9 Months That Made You,,Demetri Goritsas,United States,"March 1, 2017",2016,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV","Witness the wonders of human gestation through cutting-edge CGI, and learn how those nine months inside the womb can affect all aspects of one's life."
s6028,Movie,A Bad Moms Christmas,"Jon Lucas, Scott Moore","Mila Kunis, Kristen Bell, Kathryn Hahn, Susan Sarandon, Christine Baranski, Jay Hernandez, Cheryl Hines, Peter Gallagher, Justin Hartley","United States, China","February 14, 2020",2017,R,104 min,Comedies,"Stressed-out moms Amy, Carla and Kiki are back, and the looming Christmas holiday gets even more daunting when their mothers show up for a visit."
s6029,Movie,A Billion Colour Story,Padmakumar Narasimhamurthy,"Dhruva Padmakumar, Gaurav Sharma, Vasuki",India,"April 1, 2018",2016,TV-14,104 min,"Dramas, Independent Movies, International Movies",The curious child of idealistic interfaith parents observes an increasingly intolerant world as his family faces financial strain.
s6030,Movie,A Boy Called Po,John Asher,"Christopher Gorham, Julian Feder, Kaitlin Doubleday, Andrew Bowen, Caitlin Carmichael, Sean Gunn, Bryan Batt, Fay Masterson, Brian George",United States,"January 15, 2018",2016,PG,94 min,"Dramas, Sci-Fi & Fantasy","After his wife's death, an overworked engineer struggles to care for his son with autism, who regresses into a fantasy world to escape real-life bullying."
s6031,Movie,A Bridge Too Far,Richard Attenborough,"Dirk Bogarde, James Caan, Michael Caine, Sean Connery, Edward Fox, Elliott Gould, Gene Hackman, Anthony Hopkins, Hardy Krüger, Laurence Olivier, Ryan O'Neal, Robert Redford, Maximilian Schell, Liv Ullmann","United States, United Kingdom","July 1, 2020",1977,PG,176 min,"Action & Adventure, Classic Movies, Dramas",This wartime drama details a pivotal day in 1944 when an Allied task force tried to win World War II by seizing control of key bridges in Holland.
s6032,Movie,A Clockwork Orange,Stanley Kubrick,"Malcolm McDowell, Patrick Magee, Michael Bates, Warren Clarke, Adrienne Corri, Paul Farrell, Miriam Karlin, James Marcus","United Kingdom, United States","November 1, 2020",1971,R,137 min,"Classic Movies, Cult Movies, Dramas","In this dark satire from director Stanley Kubrick, a young, vicious sociopath in a dystopian England undergoes an experimental rehabilitation therapy."
s6033,Movie,A Dangerous Woman,Stephen Gyllenhaal,"Debra Winger, Barbara Hershey, Gabriel Byrne, Laurie Metcalf, John Terry, Maggie Gyllenhaal, Jake Gyllenhaal, Chloe Webb, David Strathairn",United States,"April 1, 2018",1993,R,101 min,"Dramas, Romantic Movies","At the center of this engrossing melodrama is a Golden Globe-nominated turn by Debra Winger, who plays a sheltered, slow-witted woman living with her widowed Aunt Frances while working at a dry cleaners."
s6034,Movie,A Family Affair,Tom Fassaert,Tom Fassaert,"Netherlands, Denmark, South Africa","October 16, 2016",2015,TV-PG,111 min,"Documentaries, International Movies",The filmmaker hunts for the missing puzzle pieces of his family history during a visit with a complex and controversial figure: his grandmother.
s6035,Movie,A Family Man,Mark Williams,"Gerard Butler, Gretchen Mol, Alison Brie, Willem Dafoe, Alfred Molina, Maxwell Jenkins, Anupam Kher, Dustin Milligan","Canada, United States","December 15, 2019",2016,R,110 min,Dramas,A ruthless corporate headhunter battles his rival for a promotion while dealing with a family crisis that threatens to derail his career.
s6036,Movie,A Flying Jatt,Remo D'Souza,"Tiger Shroff, Jacqueline Fernandez, Nathan Jones, Kay Kay Menon, Amrita Singh, Gaurav Pandey, Shraddha Kapoor, Amrita Puri",India,"November 15, 2017",2016,TV-14,142 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",A timid man gets unexpected superpowers while trying to save his family's land and a sacred tree from a ruthless tycoon.
s6037,Movie,A Glimpse Inside the Mind of Charles Swan III,Roman Coppola,"Charlie Sheen, Jason Schwartzman, Bill Murray, Katheryn Winnick, Patricia Arquette, Aubrey Plaza, Mary Elizabeth Winstead, Dermot Mulroney",United States,"July 15, 2018",2012,R,86 min,"Comedies, Independent Movies","When his girlfriend walks out and leaves him a wreck, a graphic designer – who seemed to have it all – sets out to discover where he went wrong."
s6038,TV Show,A Good Wife,,"Tien Hsin, Christopher Lee, Darren Chiu, Shara Lin, Blaire Chang, Xi Man-Ning, Chu De-Kang",Taiwan,"January 1, 2017",2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","As her seemingly idyllic life begins to crumble, a lonely woman in a restrictive marriage starts an affair with a gentle bookstore owner."
s6039,Movie,A Gray State,Erik Nelson,,United States,"December 25, 2017",2017,TV-MA,93 min,Documentaries,"This documentary dissects the case of a filmmaker whose death, along with the deaths of his wife and daughter, sparked alt-right conspiracy theories."
s6040,Movie,A Haunted House,Michael Tiddes,"Marlon Wayans, Essence Atkins, Cedric the Entertainer, Nick Swardson, David Koechner, Dave Sheridan, Affion Crockett, J.B. Smoove, Andrew Daly, Alanna Ubach",United States,"February 21, 2020",2013,R,86 min,"Comedies, Horror Movies","This spoof on scary movies follows a young couple settling into a new home, where an evil spirit — and horrifyingly hilarious antics — await."
s6041,Movie,A Haunting at Silver Falls: The Return,Teo Konuralp,"Laura Flannery, James Cavlo, Harry Hains, Clemmie Dugdale, Dendrie Taylor, Bryan Chesters, Jennifer Dorogi, Adam Lazarre-White, Nikita Ramsey",United States,"September 17, 2019",2019,TV-14,80 min,"Horror Movies, Independent Movies","When the ghost of her serial killer aunt seemingly resurfaces, Jordan must return to Silver Falls in hopes of finally putting an end to the torment."
s6042,Movie,A Holiday Engagement,Jim Fall,"Bonnie Somerville, Shelley Long, Jordan Bridges, Sam McMurray, Haylie Duff, Sam Horrigan, Carrie Wiita, Chris McKenna, Edi Patterson, Jennifer Elise Cox",United States,"November 4, 2019",2011,TV-G,92 min,"Children & Family Movies, Comedies, Romantic Movies",Hilary's plan to hire a good-looking guy to act as her boyfriend backfires when she brings him home for the holidays to try and fool her family.
s6043,Movie,A Kind of Murder,Andy Goddard,"Patrick Wilson, Jessica Biel, Vincent Kartheiser, Haley Bennett, Eddie Marsan, Jon Osbeck, Radek Lord, Christine Dye",United States,"May 1, 2017",2016,R,96 min,Thrillers,"Obsessed with an unsolved murder case, a crime novelist stuck in an unhappy marriage fantasizes about killing his wife, who soon turns up dead."
s6044,Movie,A Leaf of Faith,Chris Bell,,United States,"August 27, 2018",2018,TV-MA,87 min,Documentaries,"This documentary takes a deep dive into the benefits, dangers and lingering questions around Kratom leaf as an alternative to opioid painkillers."
s6045,TV Show,A Man Called God,,"Song Il-gook, Han Chae-young, Kim Min-jong, Go Eun Han, Jung Hoon Lee, Nam Da-Reum, Yoo In-young",South Korea,"March 12, 2019",2010,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows","Raised in America, government agent Choi Kang-Ta returns to Korea with the skills of an assassin and a thirst for revenge on his father’s killers."
s6046,Movie,A Mission in an Old Movie,Ahmad El-Badri,"Edward, Fifi Abdo, Lotfy Labib, Madeleine Matar, Nahla Zaki, Ahmed Fathy, Said Tarabeek, Badriya Tolba, Eman El-Sayed",,"April 25, 2019",2012,TV-MA,98 min,"Comedies, International Movies",A young man struggles with his overbearing mother while looking for romance and a way to kick-start his show business career.
s6047,Movie,A Most Violent Year,J.C. Chandor,"Oscar Isaac, Jessica Chastain, David Oyelowo, Albert Brooks, Elyes Gabel, Catalina Sandino Moreno, Christopher Abbott, Peter Gerety, Alessandro Nivola","United Arab Emirates, United States","July 22, 2018",2014,R,125 min,"Dramas, Thrillers",Abel Morales tries to avoid corruption's easy path as he pursues the American Dream amid an increasingly violent business war in 1981 New York City.
s6048,Movie,A Murder in the Park,"Christopher S. Rech, Brandon Kimber",,United States,"April 28, 2017",2014,PG-13,91 min,Documentaries,"This documentary excoriates a noted anti-death-penalty activist and his team, whose questionable methods got a convicted killer freed in 1999."
s6049,Movie,A new Capitalism,,,Brazil,"June 12, 2018",2017,TV-14,76 min,"Documentaries, International Movies","Entrepreneurs worldwide explore alternatives to current capitalist structures, advocating for profitable businesses that also tackle social inequality."
s6050,Movie,A Night at the Roxbury,John Fortenberry,"Will Ferrell, Chris Kattan, Dan Hedaya, Molly Shannon, Richard Grieco, Loni Anderson, Elisa Donovan, Gigi Rice, Lochlyn Munro, Dwayne Hickman",United States,"December 1, 2019",1998,PG-13,82 min,"Comedies, Cult Movies","After a run-in with Richard Grieco, dimwits Doug and Steve gain entry to a swanky nightclub in this comedy based on a ""Saturday Night Live"" sketch."
s6051,Movie,A Noble Intention,Joram Lürsen,"Gijs Scholten van Aschat, Jacob Derwig, Rifka Lodeizen, Juda Goslinga, Zeb Troostwijk, Elisabeth Hesemans, Joosje Duk",Netherlands,"September 1, 2016",2015,TV-MA,111 min,"Dramas, International Movies","In 1888 Amsterdam, a headstrong violin maker finds himself immersed in peril and tragedy after challenging businessmen who threaten his community."
s6052,Movie,A Patch of Fog,Michael Lennox,"Stephen Graham, Conleth Hill, Lara Pulver, Arsher Ali, Stuart Graham, Ian McElhinney",United Kingdom,"April 15, 2017",2015,TV-MA,92 min,"Dramas, Thrillers","When a guard catches a writer-television host shoplifting, instead of turning him in, he only asks to be a friend, then begins to rule his life."
s6053,Movie,A Perfect Man,Kees Van Oostrum,"Liev Schreiber, Jeanne Tripplehorn, Joelle Carter, Louise Fletcher, Katie Carr, Renée Soutendijk, Huub Stapel, Michael Pas",United States,"June 6, 2019",2013,R,94 min,"Dramas, Independent Movies, Romantic Movies","Nina thinks her husband, James, is cheating on her, and she sets out to prove it by calling him and pretending to be another woman."
s6054,Movie,A Princess for Christmas,Michael Damian,"Katie McGrath, Sir Roger Moore, Sam Heughan, Travis Turner, Leilah de Meza, Miles Richardson, Charlotte Salt",United States,"August 28, 2020",2011,TV-PG,91 min,"Children & Family Movies, Dramas, Romantic Movies","At the invitation of a relative, young Jules Daly travels with her niece and nephew to a castle in Europe, where Jules falls for a dashing prince."
s6055,Movie,A Russell Peters Christmas,Henry Sarwer-Foner,"Russell Peters, Pamela Anderson, Michael Bublé, Jon Lovitz, Scott Thompson, Faizon Love, Goapele, Ted Lange",Canada,"November 1, 2013",2011,NR,44 min,Stand-Up Comedy,"Inspired by the variety shows of the 1970s, ""A Russell Peters Christmas"" is a sweet, silly, sentimental and, most of all, funny Christmas special."
s6056,Movie,A Scandall,Ishaan Trivedi,"Johnny Baweja, Reeth Mazumder, Manav Kaul, Tanvi Vyas, Puru Chibber, Vasundhara Kaul, Aayam Mehta, Niraj Sah",India,"October 15, 2017",2016,TV-MA,108 min,"International Movies, Thrillers","A film school graduate is interested in making a movie about his girlfriend's uncle, who claims that he can see his long-dead daughter."
s6057,Movie,A Separation,Asghar Farhadi,"Leila Hatami, Peyman Moaadi, Shahab Hosseini, Sareh Bayat, Sarina Farhadi, Babak Karimi, Ali-Asghar Shahbazi, Shirin Yazdanbakhsh, Kimia Hosseini, Merila Zare'i, Sahabanu Zolghadr","Iran, France","March 16, 2019",2011,PG-13,123 min,"Dramas, International Movies","Amid an impasse in his marriage, a father in Tehran is beset by a bitter feud involving the family of a pious caretaker he hired for his aging dad."
s6058,Movie,A Serious Man,"Ethan Coen, Joel Coen","Michael Stuhlbarg, Richard Kind, Fred Melamed, Sari Lennick, Adam Arkin, Amy Landecker, Alan Mandell, Fyvush Finkel, Peter Breitmayer, Aaron Wolff, Jessica McManus, Brent Braunschweig","United States, United Kingdom, France","January 16, 2018",2009,R,106 min,"Comedies, Independent Movies","With every aspect of his life unraveling, a Jewish physics professor seeks out three rabbis for spiritual guidance."
s6059,Movie,A Sort of Homecoming,Maria Burton,"Laura Marano, Parker Mack, Katherine McNamara, Marcus Lyle Brown, Shayne Topp, Michelle Clunie, Kathleen Wilhoite",United States,"August 1, 2017",2015,TV-PG,89 min,"Dramas, Independent Movies",Ace news producer Amy is called back to her Louisiana hometown where memories of what used to be – and what might have been – come flooding back.
s6060,Movie,A Tale of Love and Darkness,Natalie Portman,"Natalie Portman, Gilad Kahana, Amir Tessler, Moni Moshonov, Ohad Knoller, Makram Khoury, Neta Riskin, Alexander Peleg, Rotem Keinan, Tomer Kapon","Israel, United States","October 25, 2019",2015,PG-13,98 min,"Dramas, International Movies","Based on the memoirs of author Amos Oz, this poetic drama shares his family's tale of suffering and survival in the early years of independent Israel."
s6061,Movie,A Thin Line Between Love & Hate,Martin Lawrence,"Martin Lawrence, Lynn Whitfield, Regina King, Bobby Brown, Della Reese, Daryl Mitchell, Roger Mosley, Malinda Williams, Roger E. Mosley, Simbi Khali, Tangie Ambrose, Wendy Raquel Robinson, Stacii Jae Johnson, Faizon Love, Miguel A. Núñez Jr., Tracy Morgan",United States,"December 1, 2020",1996,R,108 min,"Comedies, Romantic Movies","When a philandering club promoter sets out to woo a rich, glamorous woman, he has no clue just how much mayhem he's about to unleash on his life."
s6062,Movie,A Thousand Words,Brian Robbins,"Eddie Murphy, Kerry Washington, Cliff Curtis, Clark Duke, Allison Janney, Ruby Dee, John Witherspoon, Jack McBrayer",United States,"July 1, 2020",2012,PG-13,92 min,Comedies,"When he learns his karma will permit him to speak just a thousand more words before he dies, fast-talking agent Jack must make every syllable count."
s6063,Movie,A Walk to Remember,Adam Shankman,"Mandy Moore, Shane West, Peter Coyote, Daryl Hannah, Lauren German, Clayne Crawford, Al Thompson",United States,"July 1, 2020",2002,PG,102 min,"Dramas, Romantic Movies","When bad boy Landon is cast opposite campus bookworm Jamie in a high school play, romance blooms — until tragedy threatens to tear them apart."
s6064,Movie,A Wednesday,Neeraj Pandey,"Anupam Kher, Naseeruddin Shah, Jimmy Shergill, Deepal Shaw, Aamir Bashir, Kali Prasad Mukherjee, Vijay Bhatia, Chetan Pandit",India,"November 1, 2018",2008,TV-MA,103 min,"Action & Adventure, Dramas, International Movies","After receiving an anonymous tip about a bomb, a police commissioner must negotiate with the terrorist, who demands the release of four militants."
s6065,Movie,A Week in Watts,Gregory Caruso,,United States,"February 19, 2018",2017,TV-14,91 min,Documentaries,"Los Angeles police officers embark on an innovative program mentoring promising students from the harsh, gang-infested Watts neighborhood."
s6066,Movie,A Wrinkle in Time,Ava DuVernay,"Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling, Deric McCabe, Levi Miller, Chris Pine, Gugu Mbatha-Raw, Zach Galifianakis, Michael Peña, Bellamy Young, André Holland, Will McCormack, Rowan Blanchard, Daniel MacPherson",United States,"September 25, 2018",2018,PG,110 min,Children & Family Movies,"Years after their father disappears, Meg and her younger brother Charles Wallace cross galaxies on a quest to save him from the heart of darkness."
s6067,TV Show,A Young Doctor's Notebook and Other Stories,,"Daniel Radcliffe, Jon Hamm, Adam Godley, Christopher Godwin, Rosie Cavaliero, Vicki Pepperdine, Margaret Clunie, Tim Steed, Shaun Pye",United Kingdom,,2013,TV-MA,2 Seasons,"British TV Shows, TV Comedies, TV Dramas","Set during the Russian Revolution, this comic miniseries is based on a doctor's memories of his early career working in an out-of-the-way village."
s6068,TV Show,A.D. Kingdom and Empire,,"Juan Pablo Di Pace, Adam Levy, Chipo Chung, Babou Ceesay, Emmett Scanlan, Will Thorp, Richard Coyle, Vincent Regan, Greta Scacchi, James Callis, Joanne Whalley, Jodhi May, Chris Brazier, Fraser Ayres, Jóhannes Haukur Jóhannesson, Ken Bones, Kenneth Collard",United States,"December 15, 2017",2015,TV-14,1 Season,TV Dramas,"In the wake of Jesus Christ's crucifixion, his apostles dedicate themselves to spreading his message, risking their freedom and their lives."
s6069,Movie,A.M.I.,Rusty Nixon,"Debs Howard, Philip Granger, Sam Robert Muik, Havana Guppy, Bonnie Hay, Veronica Hampson, Lori Triolo, Andrew Coghlan, Laura Mitchell, Elinet Louicius",Canada,"October 1, 2020",2019,TV-MA,77 min,Horror Movies,"After losing her mother, a teenage girl bonds with her phone’s artificial intelligence app, a relationship that soon takes a dark and violent turn."
s6070,Movie,A.X.L.,Oliver Daly,"Alex Neustaedter, Becky G., Alex MacNicoll, Dominic Rains, Thomas Jane, Lou Taylor Pucci, Patricia De Leon, Niko Guardado, Ted McGinley, Marie-Françoise Theodore, Eric Etebari, Dorian Kingi",United States,"March 20, 2019",2018,PG,99 min,"Action & Adventure, Children & Family Movies, Independent Movies","Young motocross racer Miles Hill helps a top-secret robotic combat dog evade its ruthless creator and the military, who are in hot pursuit."
s6071,Movie,Aşk Tesadüfleri Sever,Ömer Faruk Sorak,"Mehmet Günsür, Belçim Bilgin, Ayda Aksel, Altan Erkekli, Sebnem Sönmez, Hüseyin Avni Danyal, Berna Konur, Ümit Bülent Dinçer",Turkey,"April 4, 2018",2011,TV-MA,122 min,"Dramas, International Movies, Romantic Movies","A series of coincidences brings two star-crossed lovers together, but fate pulls them apart until they encounter each other again in Istanbul."
s6072,Movie,Aadu 2,Midhun Manuel Thomas,"Jayasurya, Vinayakan, Sunny Wayne, Vijay Babu, Saiju Kurup, Vineeth Mohan, Unni Rajan P. Dev, Dharmajan Bolgatty, Indrans",India,"May 15, 2018",2017,TV-MA,150 min,"Comedies, International Movies","When Shaji Pappan and his gang of goofy outlaws find themselves low on funds, they plan to once again win a hefty prize in a tug-of-war competition."
s6073,Movie,Aajcha Divas Majha,Chandrakant Kulkarni,"Sachin Khedekar, Ashwini Bhave, Mahesh Manjrekar, Hrishikesh Joshi, Satish Alekar, Sunil Tawde, Pushkar Shrotri, Anand Ingle",India,"January 1, 2018",2013,TV-PG,126 min,"Comedies, Dramas, International Movies",A conscientious politician helps an elderly singer overcome the obstacles placed in his path a by a powerful bureaucracy.
s6074,Movie,Aarakshan,Prakash Jha,"Amitabh Bachchan, Saif Ali Khan, Manoj Bajpayee, Deepika Padukone, Prateik, Tanvi Azmi, Saurabh Shukla, Darshan Jariwala, Yashpal Sharma, Mukesh Tiwari",India,"December 31, 2019",2011,TV-14,164 min,"Dramas, International Movies",The decision by India's supreme court to establish caste-based reservations for jobs in education causes conflict between a teacher and his mentor.
